网站名,类别,商家名称,地址,人均消费,缩略图,评分
美团,美食,储缘蛋糕（青云街店）,官渡区青龙村483号（成科手机城）,50,http://p1.meituan.net/600.600/mogu/e90708d1ccd9c38cae89281b615d34e840868.jpg,5
美团,美食,康师傅私房牛肉面（昆明机场店）,官渡区昆明长水机场航站楼B2层长兴集,39,http://p1.meituan.net/600.600/merchantpic/71dc3884fe9e2ac140e1258212fcfad4221849.jpg,5
美团,美食,蜀我精彩川味小吃坊（长水机场店）,官渡区长水村昆明长水国际机场3F层F3-WY-F-02,36,http://p0.meituan.net/600.600/mogu/3c3b0699056d2a721354ad1787ef1d66196491.jpg,5
美团,美食,世纪潮牛（大板桥店）,官渡区大板桥佳鑫美食城,60,http://p0.meituan.net/600.600/mogu/d1d35b816529608f92a4d58ad529dd06190683.jpg,4.7
美团,美食,DR冻酸奶,官渡区昆明长水国际机场国内出发38号登机口,16,http://p0.meituan.net/600.600/mogu/3ac0a2dd08d4fb734004aee39a311f1590416.jpg,5
美团,美食,嘉华饼屋（大板桥店）,官渡区320国道大板桥综合市场，隆兴超市旁,22,http://p1.meituan.net/600.600/mogu/9d4c644086eec929fe97a3e234975388143273.jpg,3.8
美团,美食,清真滇航伊斯兰人家,官渡区大板桥街道办事处长水航城3号地块2—1S10—1号,40,http://p0.meituan.net/600.600/mogu/0c61d570bb554959fc643d0cdea7105a339507.jpg,5
美团,美食,般若生态农庄,官渡区大板桥园艺场果香园内,56,https://img.meituan.net/600.600/msmerchant/6f351842d80889671e9fe2ea8db1deea83568.jpg,5
美团,美食,兴合农家园,官渡区寺瓦路黄土坡村加油站旁花之城西门对面,40,http://p0.meituan.net/600.600/mogu/c2c040a6e799af8234517a6658613daf100759.jpg,5
美团,美食,闰祥釜福润肥牛（长水航城店）,官渡区大板桥街道办事处长水航城（4号地块）4-S3-1号,55,http://p1.meituan.net/600.600/mogu/32981166ae5b4dbcd38fe75ace68610247832.jpg,3.6
美团,美食,傣香淳（大板桥店）,官渡区乡道062开发区946号单山调料厂商铺一二楼（良子富足养生会所旁）,42,http://p0.meituan.net/600.600/deal/6feb086c13b0b4e928db1a5b4e02fdfc2038564.jpg,4.3
美团,美食,彝家寨,官渡区沙沟段大板桥云水国际大酒店对面朝阳宾馆旁,58,http://p1.meituan.net/600.600/deal/fe9b354225a03f8a1b8068092239adf01018647.jpg,4.9
美团,美食,天府棒棒鸡（大板桥店）,官渡区大板桥街道办事处板桥社区五甲村村29号,20,http://p1.meituan.net/600.600/mogu/3b6bb993516b5aa412e2b1bdeea3fcfa69665.jpg,4.1
美团,美食,Nice Guy啤酒·炸鸡,官渡区320国道长水航城云粹苑,0,http://p0.meituan.net/600.600/deal/79b7c6f441d7bd253ee3766c32cf8884408509.png,0
美团,美食,鑫乐鲜来凤鱼,官渡区大板桥街道办事处板桥社区民兴南路铁路口旁（驿家宾馆隔壁）,22,http://p0.meituan.net/600.600/waimaipoi/204d0c16551c85118152d261cad84748503821.jpg,4.9
美团,美食,自然天香菌庄,官渡区机场高速入口东150米,50,http://p1.meituan.net/600.600/mogu/075a8332f20f5c0c61c44c3861057b0d316498.jpg,5
美团,美食,芭蕉寨（空港店）,官渡区老320国道佳鑫美食城内,37,http://p0.meituan.net/600.600/mogu/46f51c3a9ce5637a7a2696f52ad1859752582.jpg,5
美团,美食,面包工坊（长水机场店）,官渡区长水国际机场航站楼西侧商业区1-25号(麦当劳对面),51,http://p1.meituan.net/600.600/mogu/4215715e695a4812476ce834f0193c778697.jpg,3.6
美团,美食,正宗富源酸汤猪脚（大板桥老街店）,官渡区大板桥老街四甲23号腾运副食旁（昆明第十七中学）,28,http://p0.meituan.net/600.600/deal/09132787ab591bb6d4e41e775e8e0b1a111377.jpg,5
美团,美食,彝线牵云南过桥米线,官渡区沪瑞线云水星际大酒店对面（一心堂旁）,56,http://p1.meituan.net/600.600/mogu/9d97c960701efbd47431f3b25a8930a4261750.jpg,4.8
美团,美食,严家庄贵荣壮羊园,官渡区大板桥镇李长公路严家庄村66号附1号,40,http://p0.meituan.net/600.600/mogu/d675f480c7fa67590e9b97fc7d50b1d784620.jpg,3
美团,美食,香村老汉木桶鱼（长水机场店）,官渡区长水航城云翎苑商铺（4-S4-4）,0,http://p0.meituan.net/600.600/mogu/cd713764657df7cb9f3751989b4da8f530358.jpg,4
美团,美食,云上经典酸菜鱼餐厅,官渡区大板桥街道凌翔街长水航城5号地商铺5-S1-3,50,http://p1.meituan.net/600.600/mogu/2f6d657bc0f4cd2951cd805463b9f46490264.jpg,4.4
美团,美食,小粒咖啡,官渡区320国道3号,50,http://p1.meituan.net/600.600/deal/b38fb8e2937d3daf7fbba9cb2c40b854508426.png,3
美团,美食,云魁（花之城店）,官渡区金瓦路花之城底商,38,http://p0.meituan.net/600.600/bbia/ba5ce3e5b01f3bdaff578bea633e63ae109812.jpg@91_1_1439_1078a,3.5
美团,美食,大理彝家人,官渡区大板桥开发区锦江之星一楼（云之行大酒店对面）,56,http://p1.meituan.net/600.600/mogu/b6ebcbc15c6de08d6ce1301e6dacbd5f145242.jpg,4
美团,美食,黄翔鱼菌园（十年老店五分店）,官渡区大板桥国际包装印刷厂内（立云医院）,0,http://p0.meituan.net/600.600/deal/51e43fe323341499124e076276fff1d61360261.jpg,3.5
美团,美食,金水人家,官渡区长水国际机场机场东路与航安路交叉口西北角,42,http://p0.meituan.net/600.600/deal/d7a8f1fea437c8fe434d29d6ecae69af75062.jpg,4.2
美团,美食,金石锅鱼菌园（大板桥店）,官渡区大板桥开发区320老国道三甲新村口,40,http://p1.meituan.net/600.600/deal/5a097b12b5ec58295b1f7145159662db265560.png,3.5
美团,美食,美度商旅餐吧,官渡区机场东路和机场中路交汇处柏曼酒店二楼,40,http://p1.meituan.net/600.600/mogu/9f52889432244079713eca6fff806992504562.jpg,4.5
美团,美食,麦当劳（长水国际机场二号店）,官渡区环城东路,26,https://img.meituan.net/600.600/msmerchant/ee3a76c0d7b5610810c7cf172e4834c0222751.jpg,3.6
美团,美食,厨司令美蛙鱼头火锅,官渡区大板桥长水航城石斛苑3-08商铺（诚悦精选酒店背后，鲜品汇生鲜超市对面）,43,http://p0.meituan.net/600.600/mogu/c4a859182be342d401d1833d4d28d32e73273.jpg,3.4
美团,美食,富酸港富源酸菜猪脚火锅,官渡区大板桥焦化制气厂路民兴南路111号（益鑫宾馆华友超市旁）,30,http://p1.meituan.net/600.600/deal/059cbe15ae27a46283aa75761f687fca164975.jpg,3.7
美团,美食,昊允阁鱼庄,官渡区大板桥佳鑫美食城东门口（320国道旁）,30,http://p1.meituan.net/600.600/mogu/8c2dee3e6f09596b2f1af6e0995d3ec4441206.jpg,4.4
美团,美食,李记鱼菌园（长水航城店）,官渡区凌翔街长水航城云翎苑商铺4-S4-2,40,https://img.meituan.net/600.600/msmerchant/3083be51678f3cb9ed8765989cd182751193719.png,4
美团,美食,东时便当（空港经济区店）,官渡区大板桥镇四甲村96号,17,http://p1.meituan.net/600.600/mogu/b75bdf9320e1a8420050f6d84f53515870266.jpg,4.8
美团,美食,会泽农家园,官渡区金瓦路紫薇星ktv楼下,43,http://p1.meituan.net/600.600/deal/b7f560a3396a692a747ff27fea2ab84123766.jpg,0
美团,美食,土蛋蛋园艺餐厅,官渡区金浑路与李长公路交叉路口（往花菁村方向200米）,33,http://p0.meituan.net/600.600/deal/eaf00514649f3c29227d5e48484cf534109421.jpg,3.5
美团,美食,小龙老火锅,官渡区大板桥镇新320国道雄得大酒店一楼,59,http://p1.meituan.net/600.600/mogu/040097bb05db8a0d55e92f9072e50c5f24918.jpg,0
美团,美食,姐妹园柴火鸡,官渡区大板桥鑫雅酒店附近（大板桥丽琼轮胎经营部南行30米）,0,https://img.meituan.net/600.600/msmerchant/0b5c7cb00adf3b44cef40f43b01de8cd56664.jpg,0
美团,美食,云南特色小吃,官渡区长水机场航站楼F3A905、F3A913,53,http://p1.meituan.net/600.600/mogu/c9caed95d5c8798a22abbad8be8e3650283867.jpg,3
美团,美食,漫慕餐吧,官渡区长水航城木藤苑商铺S3-3-13（彩票店隔壁）,0,https://img.meituan.net/600.600/msmerchant/dd565463e8bd8fc9b613a954bcbb09a9297812.jpg,3
美团,美食,方氏丽江腊排骨,官渡区长水航城云粹苑S3-9（社区医院下面200米）,0,http://p0.meituan.net/600.600/deal/3127bc9945e0ed8940cfdc373172fbac1822665.png,0
美团,美食,人人香餐厅,官渡区昆明机场航站楼B2轻轨东侧商业区（B2层停车场B01区）,0,http://p0.meituan.net/600.600/deal/748f6260f74a7a5abb7d62ef2ac64b9082849.jpg,4.1
美团,美食,胡记正宗宜良烤鸭,官渡区凌翔街与320国道交叉口北侧20米,0,http://p1.meituan.net/600.600/deal/bf03ed7e7cb13d3cbf1ea2f288ad99d862774.jpg,0
美团,美食,重庆周平老火锅,官渡区长水航城3-S7-4,41,https://img.meituan.net/600.600/msmerchant/c137e92570d852dd55cde9d1863fd7c4546812.jpg,3.8
美团,美食,吃货俱乐部,官渡区长水国际机场320国道长水航城云萃苑10栋504室,0,http://p0.meituan.net/600.600/mogu/5d13384f30126b7205c7f4d72838bd8b15302.jpg,4.4
美团,美食,必祥客,官渡区320国道长水国际机场航站楼4楼,39,http://p1.meituan.net/600.600/mogu/100b004333ab7dd206c948eaa9a8798f238581.jpg,3.9
美团,美食,鸿运来清真美食,官渡区长水机场B2层停车楼地铁出口东侧,20,http://p1.meituan.net/600.600/mogu/829910ff5d3ecf3a87ad853e3fab5411123892.jpg,3.5
美团,美食,清真火焰山烧烤,官渡区金瓦路青龙村669号附6号（无敌制药厂斜对面）,20,http://p1.meituan.net/600.600/mogu/547e6c54b8a10fcea3dc9f7bfa7dbf39210212.jpg,3.5
美团,美食,川渝坝子,官渡区320国道长水航城,43,https://img.meituan.net/600.600/msmerchant/497b6ca5eeb20bb92058c60e6f76fc4c157254.jpg,3.8
美团,美食,花溪清汤鹅（大板桥店）,官渡区320国道大板桥社区引摊入市综合市场对面,40,http://p0.meituan.net/600.600/mogu/cb81598d8530668427367855548fc42e400384.png,4.4
美团,美食,德胜桥豆花米线（机场店）,官渡区机场路长水国际机场航站楼B2层（长兴集商圈1-18号安检外停车楼C入口）,18,http://p1.meituan.net/600.600/mogu/a82e457ae0c26a18de4d9be5cf551559438496.jpg,3.5
美团,美食,鑫和园休闲山庄,官渡区大板桥街道办事处复兴社区二龙坝村,46,http://p1.meituan.net/600.600/mogu/fdb3c3537f1b762d188f3ca9901d4a3467945.jpg,3.5
美团,美食,长水罗非鱼庄,官渡区环港东路缘合宾馆东150米,34,https://img.meituan.net/600.600/msmerchant/7e20e47ca6cdecd971a811fa361c4fdb345599.jpg,4.4
美团,美食,米恩香（长水航城店）,官渡区大板桥街道办事长水航城18-9号（12号地块）,24,https://img.meituan.net/600.600/msmerchant/54da7e2482241c1185b56b6a1f297d6e257208.jpg,4.2
美团,美食,清真会友牛菜馆,官渡区大板桥街道办事处长水航城4-S1幢S1-4号（5号地块）,35,http://p1.meituan.net/600.600/mogu/11b723b1383681d60befc5ec778a1ace227001.jpg,4.2
美团,美食,香米饭店,官渡区老320国道赢洲酒店对面,35,http://p1.meituan.net/600.600/mogu/e17da3a306015252289357db1a24bf68158165.jpg,0
美团,美食,甜心蛋糕,官渡区沪瑞线板桥社区三甲村229号,0,https://img.meituan.net/600.600/msmerchant/fe93b95f010147858dec23d932e84a40122844.jpg,0
美团,美食,食来运转,官渡区长水国际机场B2层停车楼地铁东侧,43,http://p1.meituan.net/600.600/deal/bee44fb73f9ebf826a2d2bb3c47f4e5547361.jpg,3.5
美团,美食,春兰生态烤全羊,官渡区长水机场板桥收费站出口左拐3公里第五戒毒所旁（老320国道，903公交车终点站）,65,http://p0.meituan.net/600.600/deal/e843875b95f42a6bd59a0817a1fcb829138429.jpg,4.6
美团,美食,蟹王烧烤,官渡区沙沟段大板桥云水国际大酒店对面朝阳宾馆旁,79,http://p0.meituan.net/600.600/deal/99ca5c5deb18f6e1909d529c5694b69b234348.jpg,3
美团,美食,宣威田园农家菜,官渡区320国道3号,30,http://p0.meituan.net/600.600/mogu/da66b74fd77b13431e28ef44beebbc43178520.jpg,4.3
美团,美食,老湘食尚,官渡区沙沟段昆明云桥医院对面,41,http://p1.meituan.net/600.600/deal/d57bfe71b3cea89d3b142d60278ddaec157515.jpg,0
美团,美食,法国味芙烘焙,官渡区机场高速公路云南司法警官职业学院内,0,http://p0.meituan.net/600.600/deal/672ca76054c40fff37a0c2bce0d3f5e0100364.jpg,3.7
美团,美食,川人治灶砂锅串串香火锅,官渡区大板桥镇开发区老320国道三甲新村三岔路口旁（云水星际大酒店东150米）,64,http://p1.meituan.net/600.600/deal/a18ba866cdc3ac821c6bf1d362318297177458.jpg,4.3
美团,美食,拼哥鲜花猪蹄米线,官渡区长水国际机场航站楼B2层地铁站东出口E102-0616号,15,http://p1.meituan.net/600.600/mogu/c350a31326b8acba999a304135941cfd110948.jpg,0
美团,美食,哈鲜族餐饮（长水国际机场店）,官渡区长水国际机场航站楼B1A129号,52,http://p0.meituan.net/600.600/poi/f400dfa547ee7ca43a6d5565951059f4102400.jpg,4.1
美团,美食,重庆老火锅,官渡区沙沟段大板桥云水国际大酒店对面朝阳宾馆旁,59,http://p1.meituan.net/600.600/mogu/2d44e0e9cdb124d29d13895619958c55217539.jpg,3.1
美团,美食,土黄牛清真馆,官渡区两面寺村144号一楼,0,http://p0.meituan.net/600.600/deal/bf12c0a8bf8823316a135cb1f117ba3b322461.png,0
美团,美食,桥香园正宗过桥米线（机场五店）,官渡区长水国际机场禁区外4层,79,http://p1.meituan.net/600.600/deal/ae5d7362cda42fe998da4d2a6bca3b1f102225.jpg,3.1
美团,美食,阿拉姐妹小锅米线,官渡区经开区阿拉街道小普莲134号,0,http://p1.meituan.net/600.600/deal/afea9948ea9cd73848a357470763cd8252231.jpg,0
美团,美食,重庆小面,官渡区320国道长水国际机场航站楼F1层,30,https://img.meituan.net/600.600/msmerchant/73b029141f4ff11da4880bcf6743c58738616.jpg,3.7
美团,美食,石味轩,官渡区大板桥园艺场专线与320国道交叉口东北100米,40,http://p0.meituan.net/600.600/deal/f44d93557310c306460618726531b416352015.jpg,4.1
美团,美食,柒特尔餐饮休闲中心,官渡区机场西路长水机场F1A040（到达厅C出口正上方）,42,http://p1.meituan.net/600.600/deal/69e0d75b52aa124ef9de7871549682e668438.jpg,3.9
美团,美食,喜梦客复合式休闲餐厅,官渡区空港经济开发区大板桥五甲小组30号,15,http://p0.meituan.net/600.600/deal/9b9b69d39a97471a163f01f59a8393ff82698.jpg,3.1
美团,美食,南湖蒸1983,官渡区长水国际机场航站楼B2E102-0616（地铁东出口）,25,https://img.meituan.net/600.600/msmerchant/b7417f6cb277fee8679784f060eb63b6318152.jpg,3.8
美团,美食,昆明花之城豪生国际大酒店怡享阁,官渡区金瓦路8188号,107,http://p1.meituan.net/600.600/bbia/a36acb98e25de6b522a0805359bb645d2169890.jpg@1175_0_3102_3632a,3.9
美团,美食,鲜香阁乡土美食音乐餐厅,官渡区大板桥工业区（宝利莱假日酒店和万金安酒店中间）,0,http://p0.meituan.net/600.600/mogu/67fefde3bfa9bfc369f07d968fb0952c638727.jpg,3.1
美团,美食,馋猫烧烤居,官渡区大板桥镇镇政府旁瀛洲夜市对面,35,https://img.meituan.net/600.600/msmerchant/82476d6c8a71e0459911ba4eeaca2802139029.jpg,0
美团,美食,川南饭店,官渡区大板桥镇新320国道雄得大酒店,0,https://img.meituan.net/600.600/msmerchant/325a6eafd5e398f909d21f9ee000a8ac296092.jpg,4.1
美团,美食,巧仙婆砂锅焖鱼米饭,官渡区昆明长水国际机场（兴航益美食城内）,33,http://p0.meituan.net/600.600/mogu/fcaa4f746da78f255cd6743ab516c615327185.jpg,0
美团,美食,玉金园乡村菜馆,官渡区大板桥开发区小五厂对面（九洲宾馆北50米）,35,http://p0.meituan.net/600.600/deal/2d862b7183c1a56b121460bda0a759f4148716.jpg,4.1
美团,美食,川味人家,官渡区‭长水航城西门,27,https://img.meituan.net/600.600/msmerchant/70e59ca004e86e241872db642247cda4838633.jpg,0
美团,美食,云过桥·鲜花过桥米线,官渡区机场中路长水机场B2楼停车场兴航益美食城内,36,https://img.meituan.net/600.600/msmerchant/f016e4ab0a0fd5be2fa010caab87cbaf334949.jpg,4
美团,美食,滇乐夜音乐餐吧,官渡区大板桥街道办事处长水航城4-S1幢S1-7号（5号地块）,50,http://p1.meituan.net/600.600/waimaipoi/205cfde87aa6d712fcf766cb165a1f40266240.jpg,0
美团,美食,锦熙山庄,官渡区经开区阿拉乡三瓦村黄龙山（国家粮食储备库旁）,30,http://p0.meituan.net/600.600/deal/f1ca83bafb682da0f56928af9c45d6a9125001.jpg,0
美团,美食,东春小锅米线 东北手工水饺,官渡区长兴集16号（长水机场B2层）,21,http://p0.meituan.net/600.600/shopmainpic/4b10d6068dd98aed2c7c743633689a34485519.jpg,4.5
美团,美食,蜀国印象火锅串串,官渡区大板桥经济开发云水星际大酒店对面,50,http://p0.meituan.net/600.600/mogu/8452873e9e32755c301ff891b8787054203440.jpg,5
美团,美食,马街老字号滋补罗非鱼庄,官渡区320国道旁雄得大酒店对面,25,http://p0.meituan.net/600.600/mogu/87f761af2fa4abf9de49a6afc1010132115604.jpg,3.5
美团,美食,万金安酒店（长水机场店）,官渡区大板桥街道办事处板桥社区工业园区,28,http://p1.meituan.net/600.600/deal/d71e1465db6d213dcf69244ce0d9df5355828.jpg,0
美团,美食,味香园,官渡区大板桥镇新农贸市场后街6号,31,http://p1.meituan.net/600.600/mogu/e3ad7188b7528f9e47c8a85c7db7a9481034671.png,0
美团,美食,马街老字号罗非鱼庄（大板桥地铁站店）,官渡区李其公路贝贝幼儿园斜对面（大板桥地铁站）,0,http://p1.meituan.net/600.600/mogu/6305ceb4bb79ca77bdcb95d0719ed734940554.jpg,0
美团,美食,建水过桥园,官渡区长水航城小区云杉苑商铺5-S1-2,15,https://img.meituan.net/600.600/msmerchant/617bc0d0ee61457cf67d3c09770e8dd9215121.jpg,4.7
美团,美食,美蛙鱼头（大板桥店）,官渡区Z051国道四甲村200号（民兴南路）,46,https://img.meituan.net/600.600/msmerchant/9651a460ab8b3e5434f340a89f70918742684.jpg,5
美团,美食,二荆條火锅,官渡区062乡道辉辉超市西90米,47,http://p0.meituan.net/600.600/deal/5f698b5bcc03beec3021b48ecf7d6e52131105.jpg,3.5
美团,美食,花溪清汤鹅（羊甫店）,官渡区云大西路羊甫商业中心二楼,42,https://img.meituan.net/600.600/msmerchant/3d54c8880a99c237af55218bb041578437948.jpg,5
美团,美食,江川抚仙湖野生菌石锅鱼,官渡区云大西路112号云大知城斜对面（近昆明学院）,50,http://p1.meituan.net/600.600/deal/9b2b3006f583dd41fae0e54fa427ec21225577.jpg,3.3
美团,美食,蒙古烤羊腿（云大西路店）,官渡区云大西路小羊甫村8号（云大知城斜对面）,45,http://p1.meituan.net/600.600/mogu/407a77ffb6f5ab4493da11c7eaf89c3c292572.jpg,3.8
美团,美食,小马哥坛火牛肉,官渡区云大西路云大知城斜对面（鸭儿皇下隔壁）,46,http://p0.meituan.net/600.600/deal/c02a3e1c1b83d960569c7c62c2e91db5296326.jpg,5
美团,美食,法国味芙烘焙,官渡区云大知城3期牛津花园旁,15,http://p0.meituan.net/600.600/mogu/be48640e8f6527c3c6b8777f6622bb8724281.jpg,4.2
美团,美食,外婆味道（云大知城店）,官渡区云大西路羊甫商业中心A座3楼（云大知城正对面）,44,http://p1.meituan.net/600.600/mogu/1a9e336a3bbb4b579d4abc88c72ac8d447646.jpg,3.3
美团,美食,傣香淳（经开区店）,官渡区经开区丹槿园小区进出口加工区广卫物流城对面2-5号商铺,42,http://p1.meituan.net/600.600/shaitu/9a04fe4c2e961780f3f61b79d2b108cb485348.jpg,5
美团,美食,城林园红河干锅旱鸭（小板桥店）,官渡区小普路与珥琮路交叉口西北55米,40,http://p1.meituan.net/600.600/deal/b5fc5404154ee8855bc67bd1392cf94398697.jpg,3.5
美团,美食,嘉华饼屋（国际银座店）,官渡区出口加工区顺通大道国际银座C-s3栋,24,http://p1.meituan.net/600.600/mogu/9d4c644086eec929fe97a3e234975388143273.jpg,3.5
美团,美食,柳记美食花园（云大西路店）,官渡区云大西路小普路郭家小村,50,http://p0.meituan.net/600.600/mogu/5e1173b5061cf4419c8e66975ada754e32124.jpg,4.7
美团,美食,乡村基（国际银座店）,官渡区经济技术开发区国际银座出口加工区顺通大道第三城国际银座C区C-S1栋,19,http://p0.meituan.net/600.600/merchantpic/91d3ddbf5f95d493910f301eab30a47341499.png,3.8
美团,美食,快乐时光台式奶茶铺休闲吧,官渡区大学路1号（昆明学院西门对面）,13,http://p0.meituan.net/600.600/mogu/4eb0734401156f0802f38094c5425f1f233605.jpg,4.4
美团,美食,派乐烘焙坊,官渡区昆明经开区出口加工区博望路11-6号,0,http://p0.meituan.net/600.600/deal/cee4daa9d884111f4fa093f4754b169c41870.jpg,3
美团,美食,储缘蛋糕（云大知城店）,官渡区云大西路与大学商业街交叉口北50米,50,http://p0.meituan.net/600.600/mogu/6a5cd1c03efd60381f0238f83497c0ce40818.jpg,5
美团,美食,董氏酸笋鸡,官渡区云大西路88号（创业大厦正对面100米）,44,http://p1.meituan.net/600.600/deal/__45476238__8544018.jpg,4.3
美团,美食,甜蜜城堡烘焙坊,官渡区顺通大道国际银座C区底商,24,http://p0.meituan.net/600.600/mogu/8b5689572ea4bdd5ef5a2b0dbf68e580617052.jpg,4.4
美团,美食,云知鲜骨汤冒菜,官渡区昆明学院西门对面2排12号铺面（官商商城内）,27,http://p0.meituan.net/600.600/deal/256e56d6cb4726549cd79eb466d48463126145.jpg,3.6
美团,美食,德克士（国际银座餐厅店）,官渡区顺通大道86号国际银座C座,29,https://img.meituan.net/600.600/msmerchant/d19a185b7bd83f53094d2ffe66430d5420972.jpg,3.4
美团,美食,焱林莊,官渡区顺通大道第三城映象欣城国际银座BS2栋,48,http://p1.meituan.net/600.600/deal/7bbd56f28ee99bb9427038b6328d489462494.jpg,4.3
美团,美食,抚仙湖生态石锅鱼,官渡区云大西路39号,35,http://p0.meituan.net/600.600/poi/4d3cc2ce60156a58d9574697f6bb5488106496.jpg,4.5
美团,美食,永昌清真火瓢牛肉（国际银座店）,官渡区玉缘路国际银座内（近国际珠宝城）,50,http://p0.meituan.net/600.600/mogu/e0fae4cd73c4a10882517cf05759001f389573.jpg,3.3
美团,美食,风味美食养生火锅城,官渡区经开区骏信国际汽配城C5栋5楼（云大西路，羊甫车场，昆明学院南门对面）,40,http://p1.meituan.net/600.600/mogu/c5376071254732fefd500dfb97cde83d408176.jpg,3.9
美团,美食,湘味厚厨,官渡区经济技术开发区顺通大道东泰花园一期1-2-3,43,http://p1.meituan.net/600.600/deal/5816682b3334b30f8fed0418a4b5c56d113359.jpg,5
美团,美食,亮德时尚火锅,官渡区云大西路羊甫商业中心二楼（云大知城对面）,48,http://p0.meituan.net/600.600/deal/c5614c5eae6176e78b7ff541959a8c10324186.jpg,3.2
美团,美食,奶茶博士,官渡区玉缘路上海欢乐购超市门口,9,http://p1.meituan.net/600.600/deal/9a400a60363cec950431e7fa13b4466a306697.jpg,4.9
美团,美食,纸上烤鱼（国际银座丹槿园店）,官渡区国际银座丹槿园26栋1号商铺,31,http://p1.meituan.net/600.600/mogu/1e4c708374c0743b641497b8757d19de198905.jpg,5
美团,美食,蒙香府炭火烤羊腿,官渡区小羊甫云大西路108号,53,http://p0.meituan.net/600.600/mogu/d321198460c98fd4a74d1963ed7229e5112779.jpg,5
美团,美食,幸福西饼蛋糕,官渡区小普路劲华产业园7栋6楼601,76,http://p0.meituan.net/600.600/bbia/da656d4668d97a594ecef6e99c0cca12142804.jpg@0_50_720_540a,4.1
美团,美食,重庆黔江鸡杂特色干锅,官渡区云大西路108号（云大知城3期斜对面）,30,https://img.meituan.net/600.600/msmerchant/7ab2e18c3d7af8c09fac6dec2509470263936.jpg,5
美团,美食,蜀风一号老菜馆（经开区店）,官渡区龙辉路国际银座b区S2栋3~4号,45,http://p0.meituan.net/600.600/mogu/3c08893a2238132065e9354629990c3d84274.jpg,4.4
美团,美食,三顾冒菜（云大西路羊甫店）,官渡区云大西路羊甫商业中心旁（辉煌商务酒店东侧正对面）,18,http://p0.meituan.net/600.600/mogu/dbfe4183513b7cfcba5f479492bfbbaf73167.jpg,4.6
美团,美食,甫里酒吧,官渡区顺通大道42号云来大酒店隔壁,0,https://p1.meituan.net/600.600/merchantpic/68405d474fe034c217ad281f4518d357958873.jpg,5
美团,美食,庄氏丽江山药腊排骨正宗富源酸菜猪脚火锅,官渡区云大西路小板桥街道办事处小羊甫新村22号,30,http://p1.meituan.net/600.600/deal/45f6235053fe4108d479f3d76b274d4a59779.jpg,0
美团,美食,袍哥纸上烤鱼,官渡区杨浦社区义路村夜市一条街义路社区医院后面,0,https://img.meituan.net/600.600/msmerchant/e7a012c4e9f12cf5c780ef4e5718d0a4500119.jpg,0
美团,美食,李府木桶鱼,官渡区经开区宏贸路金呈东泰花园一区一栋6号（紫曼园小区旁）,0,https://img.meituan.net/600.600/msmerchant/e22958803bd238e7f2f76c58fbc7dc7f499055.jpg,4.6
美团,美食,清真•集牛轩,官渡区云大西路117号,55,http://p1.meituan.net/600.600/mogu/c62b5a32b4d1c1c512035304c7fc8746301575.jpg,3.5
美团,美食,杨记黄焖鸡米饭,官渡区义路村农贸市场,20,http://p0.meituan.net/600.600/deal/96f2c00d06e1b60b8e8c84392751a73d31915.jpg,0
美团,美食,仓库酸笋鸡,官渡区金普2号与云大西路交口南行150米路西（小羊甫村2号）,40,http://p1.meituan.net/600.600/mogu/41b1d794521b3597c73830c2904c19d083525.jpg,0
美团,美食,苗酸妹,官渡区宏贸路东泰花园1-1-7,40,http://p0.meituan.net/600.600/deal/0b0938e5ec205d9f4ffb34334a88db51135624.jpg,4.5
美团,美食,同悦烘焙坊,官渡区经开区云大西路云大知城c-9,25,http://p0.meituan.net/600.600/waimaipoi/5f75d5d9e55b27da6e5f78b53dd99849145408.jpg,3.4
美团,美食,烤鱼郎,官渡区云大西路112号,35,https://p0.meituan.net/600.600/deal/4c7c2be696905606c76af8c1934db77762318.jpg,5
美团,美食,花仟骨骨头王,官渡区云大西路112号,40,http://p1.meituan.net/600.600/mogu/3577cdc9335776063e69478fcfd1268e171338.jpg,0
美团,美食,雪兰鲜奶屋（云大西路店）,官渡区云大西路166号雪兰牛奶公司门口,12,http://p1.meituan.net/600.600/deal/c4434c9d8bfc421d73b88b38ff4726a816941.jpg,3.5
美团,美食,云之味卤面馆,官渡区云大西路羊甫商业中心停车场内C区5-1号,10,http://p1.meituan.net/600.600/deal/79320f4e8b4b27fcf4ca43add6b278f745722.jpg,4.2
美团,美食,老滇山寨（经开区店）,官渡区经开区玉缘路与龙辉路交叉口世纪浩鸿商业广场1号楼2层,36,https://img.meituan.net/600.600/msmerchant/3892bd006edcaa0d36fef25954df47113774822.jpg,4.7
美团,美食,傣泰人家,官渡区云南省昆明市官渡区经景路38号,49,http://p1.meituan.net/600.600/mogu/6e49626073ecf0c71b44fa619a405ed7109363.jpg,0
美团,美食,龙隐门地道重庆老火锅（羊甫店）,官渡区云大西路88号,54,https://img.meituan.net/600.600/msmerchant/8234fd515d8c4e7218c1d51ec9e9d7ef141277.jpg,4.5
美团,美食,茄子恰恰（羊甫店）,官渡区云大西路羊甫商业中心二楼,40,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,3.5
美团,美食,山城蜀签签砂锅串串,官渡区经开区顺通大道第三城国际银座Cs4幢二楼,50,http://p0.meituan.net/600.600/mogu/3b5b72a49c65e2b5d8b536f716f5ede338339.jpg,4.9
